id;code;category;subcat;tricat;title
11277;X10;XX;X10-X19;0;(X10) Contact with hot drinks, food, fats and cooking oils
11278;X10.0;XX;X10-X19;X10;(X10.0) Home
11279;X10.1;XX;X10-X19;X10;(X10.1) Residential institution
11280;X10.2;XX;X10-X19;X10;(X10.2) School, other institution and public administrative area
11281;X10.3;XX;X10-X19;X10;(X10.3) Sports and athletics area
11282;X10.4;XX;X10-X19;X10;(X10.4) Street and highway
11283;X10.5;XX;X10-X19;X10;(X10.5) Trade and service area
11284;X10.6;XX;X10-X19;X10;(X10.6) Industrial and construction area
11285;X10.7;XX;X10-X19;X10;(X10.7) Farm
11286;X10.8;XX;X10-X19;X10;(X10.8) Other specified place
11287;X10.9;XX;X10-X19;X10;(X10.9) Unspecified place
11288;X11;XX;X10-X19;0;(X11) Contact with hot tap-water
11289;X11.0;XX;X10-X19;X11;(X11.0) Home
11290;X11.1;XX;X10-X19;X11;(X11.1) Residential institution
11291;X11.2;XX;X10-X19;X11;(X11.2) School, other institution and public administrative area
11292;X11.3;XX;X10-X19;X11;(X11.3) Sports and athletics area
11293;X11.4;XX;X10-X19;X11;(X11.4) Street and highway
11294;X11.5;XX;X10-X19;X11;(X11.5) Trade and service area
11295;X11.6;XX;X10-X19;X11;(X11.6) Industrial and construction area
11296;X11.7;XX;X10-X19;X11;(X11.7) Farm
11297;X11.8;XX;X10-X19;X11;(X11.8) Other specified place
11298;X11.9;XX;X10-X19;X11;(X11.9) Unspecified place
11299;X12;XX;X10-X19;0;(X12) Contact with other hot fluids
11300;X12.0;XX;X10-X19;X12;(X12.0) Home
11301;X12.1;XX;X10-X19;X12;(X12.1) Residential institution
11302;X12.2;XX;X10-X19;X12;(X12.2) School, other institution and public administrative area
11303;X12.3;XX;X10-X19;X12;(X12.3) Sports and athletics area
11304;X12.4;XX;X10-X19;X12;(X12.4) Street and highway
11305;X12.5;XX;X10-X19;X12;(X12.5) Trade and service area
11306;X12.6;XX;X10-X19;X12;(X12.6) Industrial and construction area
11307;X12.7;XX;X10-X19;X12;(X12.7) Farm
11308;X12.8;XX;X10-X19;X12;(X12.8) Other specified place
11309;X12.9;XX;X10-X19;X12;(X12.9) Unspecified place
11310;X13;XX;X10-X19;0;(X13) Contact with steam and hot vapours
11311;X13.0;XX;X10-X19;X13;(X13.0) Home
11312;X13.1;XX;X10-X19;X13;(X13.1) Residential institution
11313;X13.2;XX;X10-X19;X13;(X13.2) School, other institution and public administrative area
11314;X13.3;XX;X10-X19;X13;(X13.3) Sports and athletics area
11315;X13.4;XX;X10-X19;X13;(X13.4) Street and highway
11316;X13.5;XX;X10-X19;X13;(X13.5) Trade and service area
11317;X13.6;XX;X10-X19;X13;(X13.6) Industrial and construction area
11318;X13.7;XX;X10-X19;X13;(X13.7) Farm
11319;X13.8;XX;X10-X19;X13;(X13.8) Other specified place
11320;X13.9;XX;X10-X19;X13;(X13.9) Unspecified place
11321;X14;XX;X10-X19;0;(X14) Contact with hot air and gases
11322;X14.0;XX;X10-X19;X14;(X14.0) Home
11323;X14.1;XX;X10-X19;X14;(X14.1) Residential institution
11324;X14.2;XX;X10-X19;X14;(X14.2) School, other institution and public administrative area
11325;X14.3;XX;X10-X19;X14;(X14.3) Sports and athletics area
11326;X14.4;XX;X10-X19;X14;(X14.4) Street and highway
11327;X14.5;XX;X10-X19;X14;(X14.5) Trade and service area
11328;X14.6;XX;X10-X19;X14;(X14.6) Industrial and construction area
11329;X14.7;XX;X10-X19;X14;(X14.7) Farm
11330;X14.8;XX;X10-X19;X14;(X14.8) Other specified place
11331;X14.9;XX;X10-X19;X14;(X14.9) Unspecified place
11332;X15;XX;X10-X19;0;(X15) Contact with hot household appliances
11333;X15.0;XX;X10-X19;X15;(X15.0) Home
11334;X15.1;XX;X10-X19;X15;(X15.1) Residential institution
11335;X15.2;XX;X10-X19;X15;(X15.2) School, other institution and public administrative area
11336;X15.3;XX;X10-X19;X15;(X15.3) Sports and athletics area
11337;X15.4;XX;X10-X19;X15;(X15.4) Street and highway
11338;X15.5;XX;X10-X19;X15;(X15.5) Trade and service area
11339;X15.6;XX;X10-X19;X15;(X15.6) Industrial and construction area
11340;X15.7;XX;X10-X19;X15;(X15.7) Farm
11341;X15.8;XX;X10-X19;X15;(X15.8) Other specified place
11342;X15.9;XX;X10-X19;X15;(X15.9) Unspecified place
11343;X16;XX;X10-X19;0;(X16) Contact with hot heating appliances, radiators and pipes
11344;X16.0;XX;X10-X19;X16;(X16.0) Home
11345;X16.1;XX;X10-X19;X16;(X16.1) Residential institution
11346;X16.2;XX;X10-X19;X16;(X16.2) School, other institution and public administrative area
11347;X16.3;XX;X10-X19;X16;(X16.3) Sports and athletics area
11348;X16.4;XX;X10-X19;X16;(X16.4) Street and highway
11349;X16.5;XX;X10-X19;X16;(X16.5) Trade and service area
11350;X16.6;XX;X10-X19;X16;(X16.6) Industrial and construction area
11351;X16.7;XX;X10-X19;X16;(X16.7) Farm
11352;X16.8;XX;X10-X19;X16;(X16.8) Other specified place
11353;X16.9;XX;X10-X19;X16;(X16.9) Unspecified place
11354;X17;XX;X10-X19;0;(X17) Contact with hot engines, machinery and tools
11355;X17.0;XX;X10-X19;X17;(X17.0) Home
11356;X17.1;XX;X10-X19;X17;(X17.1) Residential institution
11357;X17.2;XX;X10-X19;X17;(X17.2) School, other institution and public administrative area
11358;X17.3;XX;X10-X19;X17;(X17.3) Sports and athletics area
11359;X17.4;XX;X10-X19;X17;(X17.4) Street and highway
11360;X17.5;XX;X10-X19;X17;(X17.5) Trade and service area
11361;X17.6;XX;X10-X19;X17;(X17.6) Industrial and construction area
11362;X17.7;XX;X10-X19;X17;(X17.7) Farm
11363;X17.8;XX;X10-X19;X17;(X17.8) Other specified place
11364;X17.9;XX;X10-X19;X17;(X17.9) Unspecified place
11365;X18;XX;X10-X19;0;(X18) Contact with other hot metals
11366;X18.0;XX;X10-X19;X18;(X18.0) Home
11367;X18.1;XX;X10-X19;X18;(X18.1) Residential institution
11368;X18.2;XX;X10-X19;X18;(X18.2) School, other institution and public administrative area
11369;X18.3;XX;X10-X19;X18;(X18.3) Sports and athletics area
11370;X18.4;XX;X10-X19;X18;(X18.4) Street and highway
11371;X18.5;XX;X10-X19;X18;(X18.5) Trade and service area
11372;X18.6;XX;X10-X19;X18;(X18.6) Industrial and construction area
11373;X18.7;XX;X10-X19;X18;(X18.7) Farm
11374;X18.8;XX;X10-X19;X18;(X18.8) Other specified place
11375;X18.9;XX;X10-X19;X18;(X18.9) Unspecified place
11376;X19;XX;X10-X19;0;(X19) Contact with other and unspecified heat and hot substances
11377;X20-X29;XX;0;0;(X20-X29) Contact with venomous animals and plants
11378;X20;XX;X20-X29;0;(X20) Contact with venomous snakes and lizards
11379;X20.0;XX;X20-X29;X20;(X20.0) Home
11380;X20.1;XX;X20-X29;X20;(X20.1) Residential institution
11381;X20.2;XX;X20-X29;X20;(X20.2) School, other institution and public administrative area
11382;X20.3;XX;X20-X29;X20;(X20.3) Sports and athletics area
11383;X20.4;XX;X20-X29;X20;(X20.4) Street and highway
11384;X20.5;XX;X20-X29;X20;(X20.5) Trade and service area
11385;X20.6;XX;X20-X29;X20;(X20.6) Industrial and construction area
11386;X20.7;XX;X20-X29;X20;(X20.7) Farm
11387;X20.8;XX;X20-X29;X20;(X20.8) Other specified place
11388;X20.9;XX;X20-X29;X20;(X20.9) Unspecified place
11389;X21;XX;X20-X29;0;(X21) Contact with venomous spiders
11390;X21.0;XX;X20-X29;X21;(X21.0) Home
11391;X21.1;XX;X20-X29;X21;(X21.1) Residential institution
11392;X21.2;XX;X20-X29;X21;(X21.2) School, other institution and public administrative area
11393;X21.3;XX;X20-X29;X21;(X21.3) Sports and athletics area
11394;X21.4;XX;X20-X29;X21;(X21.4) Street and highway
11395;X21.5;XX;X20-X29;X21;(X21.5) Trade and service area
11396;X21.6;XX;X20-X29;X21;(X21.6) Industrial and construction area
11397;X21.7;XX;X20-X29;X21;(X21.7) Farm
11398;X21.8;XX;X20-X29;X21;(X21.8) Other specified place
11399;X21.9;XX;X20-X29;X21;(X21.9) Unspecified place
11400;X22;XX;X20-X29;0;(X22) Contact with scorpions
11401;X22.0;XX;X20-X29;X22;(X22.0) Home
11402;X22.1;XX;X20-X29;X22;(X22.1) Residential institution
11403;X22.2;XX;X20-X29;X22;(X22.2) School, other institution and public administrative area
11404;X22.3;XX;X20-X29;X22;(X22.3) Sports and athletics area
11405;X22.4;XX;X20-X29;X22;(X22.4) Street and highway
11406;X22.5;XX;X20-X29;X22;(X22.5) Trade and service area
11407;X22.6;XX;X20-X29;X22;(X22.6) Industrial and construction area
11408;X22.7;XX;X20-X29;X22;(X22.7) Farm
11409;X22.8;XX;X20-X29;X22;(X22.8) Other specified place
11410;X22.9;XX;X20-X29;X22;(X22.9) Unspecified place
11411;X23;XX;X20-X29;0;(X23) Contact with hornets, wasps and bees
11412;X23.0;XX;X20-X29;X23;(X23.0) Home
11413;X23.1;XX;X20-X29;X23;(X23.1) Residential institution
11414;X23.2;XX;X20-X29;X23;(X23.2) School, other institution and public administrative area
11415;X23.3;XX;X20-X29;X23;(X23.3) Sports and athletics area
11416;X23.4;XX;X20-X29;X23;(X23.4) Street and highway
11417;X23.5;XX;X20-X29;X23;(X23.5) Trade and service area
11418;X23.6;XX;X20-X29;X23;(X23.6) Industrial and construction area
11419;X23.7;XX;X20-X29;X23;(X23.7) Farm
11420;X23.8;XX;X20-X29;X23;(X23.8) Other specified place
11421;X23.9;XX;X20-X29;X23;(X23.9) Unspecified place
11422;X24;XX;X20-X29;0;(X24) Contact with centipedes and venomous millipedes (tropical)
11423;X24.0;XX;X20-X29;X24;(X24.0) Home
11424;X24.1;XX;X20-X29;X24;(X24.1) Residential institution
11425;X24.2;XX;X20-X29;X24;(X24.2) School, other institution and public administrative area
11426;X24.3;XX;X20-X29;X24;(X24.3) Sports and athletics area
11427;X24.4;XX;X20-X29;X24;(X24.4) Street and highway
11428;X24.5;XX;X20-X29;X24;(X24.5) Trade and service area
11429;X24.6;XX;X20-X29;X24;(X24.6) Industrial and construction area
11430;X24.7;XX;X20-X29;X24;(X24.7) Farm
11431;X24.8;XX;X20-X29;X24;(X24.8) Other specified place
11432;X24.9;XX;X20-X29;X24;(X24.9) Unspecified place
11433;X25;XX;X20-X29;0;(X25) Contact with other specified venomous arthropods
11434;X25.0;XX;X20-X29;X25;(X25.0) Home
11435;X25.1;XX;X20-X29;X25;(X25.1) Residential institution
11436;X25.2;XX;X20-X29;X25;(X25.2) School, other institution and public administrative area
11437;X25.3;XX;X20-X29;X25;(X25.3) Sports and athletics area
11438;X25.4;XX;X20-X29;X25;(X25.4) Street and highway
11439;X25.5;XX;X20-X29;X25;(X25.5) Trade and service area
11440;X25.6;XX;X20-X29;X25;(X25.6) Industrial and construction area
11441;X25.7;XX;X20-X29;X25;(X25.7) Farm
11442;X25.8;XX;X20-X29;X25;(X25.8) Other specified place
11443;X25.9;XX;X20-X29;X25;(X25.9) Unspecified place
11444;X26;XX;X20-X29;0;(X26) Contact with venomous marine animals and plants
11445;X26.0;XX;X20-X29;X26;(X26.0) Home
11446;X26.1;XX;X20-X29;X26;(X26.1) Residential institution
11447;X26.2;XX;X20-X29;X26;(X26.2) School, other institution and public administrative area
11448;X26.3;XX;X20-X29;X26;(X26.3) Sports and athletics area
11449;X26.4;XX;X20-X29;X26;(X26.4) Street and highway
11450;X26.5;XX;X20-X29;X26;(X26.5) Trade and service area
11451;X26.6;XX;X20-X29;X26;(X26.6) Industrial and construction area
11452;X26.7;XX;X20-X29;X26;(X26.7) Farm
11453;X26.8;XX;X20-X29;X26;(X26.8) Other specified place
11454;X26.9;XX;X20-X29;X26;(X26.9) Unspecified place
11455;X27;XX;X20-X29;0;(X27) Contact with other specified venomous animals
11456;X27.0;XX;X20-X29;X27;(X27.0) Home
11457;X27.1;XX;X20-X29;X27;(X27.1) Residential institution
11458;X27.2;XX;X20-X29;X27;(X27.2) School, other institution and public administrative area
11459;X27.3;XX;X20-X29;X27;(X27.3) Sports and athletics area
11460;X27.4;XX;X20-X29;X27;(X27.4) Street and highway
11461;X27.5;XX;X20-X29;X27;(X27.5) Trade and service area
11462;X27.6;XX;X20-X29;X27;(X27.6) Industrial and construction area
11463;X27.7;XX;X20-X29;X27;(X27.7) Farm
11464;X27.8;XX;X20-X29;X27;(X27.8) Other specified place
11465;X27.9;XX;X20-X29;X27;(X27.9) Unspecified place
11466;X28;XX;X20-X29;0;(X28) Contact with other specified venomous plants
11467;X28.0;XX;X20-X29;X28;(X28.0) Home
11468;X28.1;XX;X20-X29;X28;(X28.1) Residential institution
11469;X28.2;XX;X20-X29;X28;(X28.2) School, other institution and public administrative area
11470;X28.3;XX;X20-X29;X28;(X28.3) Sports and athletics area
11471;X28.4;XX;X20-X29;X28;(X28.4) Street and highway
11472;X28.5;XX;X20-X29;X28;(X28.5) Trade and service area
11473;X28.6;XX;X20-X29;X28;(X28.6) Industrial and construction area
11474;X28.7;XX;X20-X29;X28;(X28.7) Farm
11475;X28.8;XX;X20-X29;X28;(X28.8) Other specified place
11476;X28.9;XX;X20-X29;X28;(X28.9) Unspecified place
11477;X29;XX;X20-X29;0;(X29) Contact with unspecified venomous animal or plant
11478;X30-X39;XX;0;0;(X30-X39) Exposure to forces of nature
11479;X30;XX;X30-X39;0;(X30) Exposure to excessive natural heat
11480;X30.0;XX;X30-X39;X30;(X30.0) Home
11481;X30.1;XX;X30-X39;X30;(X30.1) Residential institution
11482;X30.2;XX;X30-X39;X30;(X30.2) School, other institution and public administrative area
11483;X30.3;XX;X30-X39;X30;(X30.3) Sports and athletics area
11484;X30.4;XX;X30-X39;X30;(X30.4) Street and highway
11485;X30.5;XX;X30-X39;X30;(X30.5) Trade and service area
11486;X30.6;XX;X30-X39;X30;(X30.6) Industrial and construction area
11487;X30.7;XX;X30-X39;X30;(X30.7) Farm
11488;X30.8;XX;X30-X39;X30;(X30.8) Other specified place
11489;X30.9;XX;X30-X39;X30;(X30.9) Unspecified place
11490;X31;XX;X30-X39;0;(X31) Exposure to excessive natural cold
11491;X31.0;XX;X30-X39;X31;(X31.0) Home
11492;X31.1;XX;X30-X39;X31;(X31.1) Residential institution
11493;X31.2;XX;X30-X39;X31;(X31.2) School, other institution and public administrative area
11494;X31.3;XX;X30-X39;X31;(X31.3) Sports and athletics area
11495;X31.4;XX;X30-X39;X31;(X31.4) Street and highway
11496;X31.5;XX;X30-X39;X31;(X31.5) Trade and service area
11497;X31.6;XX;X30-X39;X31;(X31.6) Industrial and construction area
11498;X31.7;XX;X30-X39;X31;(X31.7) Farm
11499;X31.8;XX;X30-X39;X31;(X31.8) Other specified place
11500;X31.9;XX;X30-X39;X31;(X31.9) Unspecified place
11501;X32;XX;X30-X39;0;(X32) Exposure to sunlight
11502;X32.0;XX;X30-X39;X32;(X32.0) Home
11503;X32.1;XX;X30-X39;X32;(X32.1) Residential institution
11504;X32.2;XX;X30-X39;X32;(X32.2) School, other institution and public administrative area
11505;X32.3;XX;X30-X39;X32;(X32.3) Sports and athletics area
11506;X32.4;XX;X30-X39;X32;(X32.4) Street and highway
11507;X32.5;XX;X30-X39;X32;(X32.5) Trade and service area
11508;X32.6;XX;X30-X39;X32;(X32.6) Industrial and construction area
11509;X32.7;XX;X30-X39;X32;(X32.7) Farm
11510;X32.8;XX;X30-X39;X32;(X32.8) Other specified place
11511;X32.9;XX;X30-X39;X32;(X32.9) Unspecified place
11512;X33;XX;X30-X39;0;(X33) Victim of lightning
11513;X33.0;XX;X30-X39;X33;(X33.0) Home
11514;X33.1;XX;X30-X39;X33;(X33.1) Residential institution
11515;X33.2;XX;X30-X39;X33;(X33.2) School, other institution and public administrative area
11516;X33.3;XX;X30-X39;X33;(X33.3) Sports and athletics area
11517;X33.4;XX;X30-X39;X33;(X33.4) Street and highway
11518;X33.5;XX;X30-X39;X33;(X33.5) Trade and service area
11519;X33.6;XX;X30-X39;X33;(X33.6) Industrial and construction area
11520;X33.7;XX;X30-X39;X33;(X33.7) Farm
11521;X33.8;XX;X30-X39;X33;(X33.8) Other specified place
11522;X33.9;XX;X30-X39;X33;(X33.9) Unspecified place
11523;X34;XX;X30-X39;0;(X34) Victim of earthquake
11524;X34.0;XX;X30-X39;X34;(X34.0) Home
11525;X34.1;XX;X30-X39;X34;(X34.1) Residential institution
11526;X34.2;XX;X30-X39;X34;(X34.2) School, other institution and public administrative area
11527;X34.3;XX;X30-X39;X34;(X34.3) Sports and athletics area
11528;X34.4;XX;X30-X39;X34;(X34.4) Street and highway
11529;X34.5;XX;X30-X39;X34;(X34.5) Trade and service area
11530;X34.6;XX;X30-X39;X34;(X34.6) Industrial and construction area
11531;X34.7;XX;X30-X39;X34;(X34.7) Farm
11532;X34.8;XX;X30-X39;X34;(X34.8) Other specified place
11533;X34.9;XX;X30-X39;X34;(X34.9) Unspecified place
11534;X35;XX;X30-X39;0;(X35) Victim of volcanic eruption
11535;X35.0;XX;X30-X39;X35;(X35.0) Home
11536;X35.1;XX;X30-X39;X35;(X35.1) Residential institution
11537;X35.2;XX;X30-X39;X35;(X35.2) School, other institution and public administrative area
11538;X35.3;XX;X30-X39;X35;(X35.3) Sports and athletics area
11539;X35.4;XX;X30-X39;X35;(X35.4) Street and highway
11540;X35.5;XX;X30-X39;X35;(X35.5) Trade and service area
11541;X35.6;XX;X30-X39;X35;(X35.6) Industrial and construction area
11542;X35.7;XX;X30-X39;X35;(X35.7) Farm
11543;X35.8;XX;X30-X39;X35;(X35.8) Other specified place
11544;X35.9;XX;X30-X39;X35;(X35.9) Unspecified place
11545;X36;XX;X30-X39;0;(X36) Victim of avalanche, landslide and other earth movements
11546;X36.0;XX;X30-X39;X36;(X36.0) Home
11547;X36.1;XX;X30-X39;X36;(X36.1) Residential institution
11548;X36.2;XX;X30-X39;X36;(X36.2) School, other institution and public administrative area
11549;X36.3;XX;X30-X39;X36;(X36.3) Sports and athletics area
11550;X36.4;XX;X30-X39;X36;(X36.4) Street and highway
11551;X36.5;XX;X30-X39;X36;(X36.5) Trade and service area
11552;X36.6;XX;X30-X39;X36;(X36.6) Industrial and construction area
11553;X36.7;XX;X30-X39;X36;(X36.7) Farm
11554;X36.8;XX;X30-X39;X36;(X36.8) Other specified place
11555;X36.9;XX;X30-X39;X36;(X36.9) Unspecified place
11556;X37;XX;X30-X39;0;(X37) Victim of cataclysmic storm
11557;X37.0;XX;X30-X39;X37;(X37.0) Home
11558;X37.1;XX;X30-X39;X37;(X37.1) Residential institution
11559;X37.2;XX;X30-X39;X37;(X37.2) School, other institution and public administrative area
11560;X37.3;XX;X30-X39;X37;(X37.3) Sports and athletics area
11561;X37.4;XX;X30-X39;X37;(X37.4) Street and highway
11562;X37.5;XX;X30-X39;X37;(X37.5) Trade and service area
11563;X37.6;XX;X30-X39;X37;(X37.6) Industrial and construction area
11564;X37.7;XX;X30-X39;X37;(X37.7) Farm
11565;X37.8;XX;X30-X39;X37;(X37.8) Other specified place
11566;X37.9;XX;X30-X39;X37;(X37.9) Unspecified place
11567;X38;XX;X30-X39;0;(X38) Victim of flood
11568;X38.0;XX;X30-X39;X38;(X38.0) Home
11569;X38.1;XX;X30-X39;X38;(X38.1) Residential institution
11570;X38.2;XX;X30-X39;X38;(X38.2) School, other institution and public administrative area
11571;X38.3;XX;X30-X39;X38;(X38.3) Sports and athletics area
11572;X38.4;XX;X30-X39;X38;(X38.4) Street and highway
11573;X38.5;XX;X30-X39;X38;(X38.5) Trade and service area
11574;X38.6;XX;X30-X39;X38;(X38.6) Industrial and construction area
11575;X38.7;XX;X30-X39;X38;(X38.7) Farm
11576;X38.8;XX;X30-X39;X38;(X38.8) Other specified place
11577;X38.9;XX;X30-X39;X38;(X38.9) Unspecified place
11578;X39;XX;X30-X39;0;(X39) Exposure to other and unspecified forces of nature
11579;X40-X49;XX;0;0;(X40-X49) Accidental poisoning by and exposure to noxious substances
11580;X40;XX;X40-X49;0;(X40) Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics
11581;X40.0;XX;X40-X49;X40;(X40.0) Home
11582;X40.1;XX;X40-X49;X40;(X40.1) Residential institution
11583;X40.2;XX;X40-X49;X40;(X40.2) School, other institution and public administrative area
11584;X40.3;XX;X40-X49;X40;(X40.3) Sports and athletics area
11585;X40.4;XX;X40-X49;X40;(X40.4) Street and highway
11586;X40.5;XX;X40-X49;X40;(X40.5) Trade and service area
11587;X40.6;XX;X40-X49;X40;(X40.6) Industrial and construction area
11588;X40.7;XX;X40-X49;X40;(X40.7) Farm
11589;X40.8;XX;X40-X49;X40;(X40.8) Other specified place
11590;X40.9;XX;X40-X49;X40;(X40.9) Unspecified place
11591;X41;XX;X40-X49;0;(X41) Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, anti-Parkinsonism and psychotropic drugs, not elsewhere classified
11592;X41.0;XX;X40-X49;X41;(X41.0) Home
11593;X41.1;XX;X40-X49;X41;(X41.1) Residential institution
11594;X41.2;XX;X40-X49;X41;(X41.2) School, other institution and public administrative area
11595;X41.3;XX;X40-X49;X41;(X41.3) Sports and athletics area
11596;X41.4;XX;X40-X49;X41;(X41.4) Street and highway
11597;X41.5;XX;X40-X49;X41;(X41.5) Trade and service area
11598;X41.6;XX;X40-X49;X41;(X41.6) Industrial and construction area
11599;X41.7;XX;X40-X49;X41;(X41.7) Farm
11600;X41.8;XX;X40-X49;X41;(X41.8) Other specified place
11601;X41.9;XX;X40-X49;X41;(X41.9) Unspecified place
11602;X42;XX;X40-X49;0;(X42) Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified
11603;X42.0;XX;X40-X49;X42;(X42.0) Home
11604;X42.1;XX;X40-X49;X42;(X42.1) Residential institution
11605;X42.2;XX;X40-X49;X42;(X42.2) School, other institution and public administrative area
11606;X42.3;XX;X40-X49;X42;(X42.3) Sports and athletics area
